date,country,price
1974-12-31,Cyprus,
1974-12-31,Czech Republic,
1974-12-31,Germany,
1974-12-31,Denmark,
1974-12-31,Estonia,
1974-12-31,Spain,
1974-12-31,Finland,
1974-12-31,France,
1974-12-31,United Kingdom,31.92
1974-12-31,Greece,
1974-12-31,Hong Kong SAR,
1974-12-31,Croatia,
1974-12-31,Hungary,
1974-12-31,Indonesia,
1974-12-31,Ireland,
1974-12-31,Israel,
1974-12-31,India,
1974-12-31,Iceland,
1974-12-31,Italy,
1974-12-31,Japan,
1974-12-31,Korea,
1974-12-31,Lithuania,
1974-12-31,Luxembourg,
1974-12-31,Latvia,
1974-12-31,Morocco,
1974-12-31,"Macedonia, FYR",
1974-12-31,Malta,
1974-12-31,Mexico,
1974-12-31,Malaysia,
1974-12-31,Netherlands,
1974-12-31,Norway,
1974-12-31,New Zealand,
1974-12-31,Peru,
1974-12-31,Philippines,
1974-12-31,Poland,
1974-12-31,Portugal,
1974-12-31,Romania,
1974-12-31,Serbia,
1974-12-31,Russia,
1974-12-31,Sweden,
1974-12-31,Singapore,
1974-12-31,Slovenia,
1974-12-31,Slovak Republic,
1974-12-31,Thailand,
1974-12-31,Turkey,
1974-12-31,United States,
1974-12-31,Euro area,
1974-12-31,South Africa,77.42
1975-03-31,Emerging market economies,
1975-03-31,Advanced economies,
1975-03-31,United Arab Emirates,
1975-03-31,Austria,
1975-03-31,Australia,
1975-03-31,Belgium,
1975-03-31,Bulgaria,
1975-03-31,Brazil,
1975-03-31,Canada,50.81
1975-03-31,Switzerland,78.11
1975-03-31,Chile,
1975-03-31,China,
1975-03-31,Colombia,
1975-03-31,Cyprus,
1975-03-31,Czech Republic,
1975-03-31,Germany,
1975-03-31,Denmark,
1975-03-31,Estonia,
1975-03-31,Spain,
1975-03-31,Finland,
1975-03-31,France,
1975-03-31,United Kingdom,30.65
1975-03-31,Greece,
1975-03-31,Hong Kong SAR,
1975-03-31,Croatia,
1975-03-31,Hungary,
1975-03-31,Indonesia,
1975-03-31,Ireland,
1975-03-31,Israel,
1975-03-31,India,
1975-03-31,Iceland,
1975-03-31,Italy,
1975-03-31,Japan,
1975-03-31,Korea,
1975-03-31,Lithuania,
1975-03-31,Luxembourg,
1975-03-31,Latvia,
1975-03-31,Morocco,
1975-03-31,"Macedonia, FYR",
1975-03-31,Malta,
1975-03-31,Mexico,
1975-03-31,Malaysia,
1975-03-31,Netherlands,
1975-03-31,Norway,
1975-03-31,New Zealand,
1975-03-31,Peru,
1975-03-31,Philippines,
1975-03-31,Poland,
1975-03-31,Portugal,
1975-03-31,Romania,
1975-03-31,Serbia,
1975-03-31,Russia,
1975-03-31,Sweden,
1975-03-31,Singapore,
1975-03-31,Slovenia,
1975-03-31,Slovak Republic,
1975-03-31,Thailand,
1975-03-31,Turkey,
1975-03-31,United States,
1975-03-31,Euro area,
1975-03-31,South Africa,80
1975-06-30,Emerging market economies,
1975-06-30,Advanced economies,
1975-06-30,United Arab Emirates,
1975-06-30,Austria,
1975-06-30,Australia,
1975-06-30,Belgium,
1975-06-30,Bulgaria,
1975-06-30,Brazil,
1975-06-30,Canada,51.25
1975-06-30,Switzerland,76.19
1975-06-30,Chile,
1975-06-30,China,
1975-06-30,Colombia,
1975-06-30,Cyprus,
1975-06-30,Czech Republic,
1975-06-30,Germany,
1975-06-30,Denmark,
1975-06-30,Estonia,
1975-06-30,Spain,
1975-06-30,Finland,
1975-06-30,France,
1975-06-30,United Kingdom,28.8
1975-06-30,Greece,
1975-06-30,Hong Kong SAR,
1975-06-30,Croatia,
1975-06-30,Hungary,
1975-06-30,Indonesia,
1975-06-30,Ireland,
1975-06-30,Israel,
1975-06-30,India,
1975-06-30,Iceland,
1975-06-30,Italy,
1975-06-30,Japan,
1975-06-30,Korea,
1975-06-30,Lithuania,
1975-06-30,Luxembourg,
1975-06-30,Latvia,
1975-06-30,Morocco,
1975-06-30,"Macedonia, FYR",
1975-06-30,Malta,
1975-06-30,Mexico,
1975-06-30,Malaysia,
1975-06-30,Netherlands,
1975-06-30,Norway,
1975-06-30,New Zealand,
1975-06-30,Peru,
1975-06-30,Philippines,
1975-06-30,Poland,
1975-06-30,Portugal,
1975-06-30,Romania,
1975-06-30,Serbia,
1975-06-30,Russia,
1975-06-30,Sweden,
1975-06-30,Singapore,
1975-06-30,Slovenia,
1975-06-30,Slovak Republic,
1975-06-30,Thailand,
1975-06-30,Turkey,
1975-06-30,United States,
1975-06-30,Euro area,
1975-06-30,South Africa,79.35
1975-09-30,Emerging market economies,
1975-09-30,Advanced economies,
1975-09-30,United Arab Emirates,
1975-09-30,Austria,
1975-09-30,Australia,
1975-09-30,Belgium,
1975-09-30,Bulgaria,
1975-09-30,Brazil,
1975-09-30,Canada,51.19
1975-09-30,Switzerland,74.96
1975-09-30,Chile,
1975-09-30,China,
1975-09-30,Colombia,
1975-09-30,Cyprus,
1975-09-30,Czech Republic,
1975-09-30,Germany,
1975-09-30,Denmark,
1975-09-30,Estonia,
1975-09-30,Spain,
1975-09-30,Finland,
1975-09-30,France,
1975-09-30,United Kingdom,28.49
1975-09-30,Greece,
1975-09-30,Hong Kong SAR,
1975-09-30,Croatia,
1975-09-30,Hungary,
1975-09-30,Indonesia,
1975-09-30,Ireland,
1975-09-30,Israel,
1975-09-30,India,
1975-09-30,Iceland,
1975-09-30,Italy,
1975-09-30,Japan,
1975-09-30,Korea,
1975-09-30,Lithuania,
1975-09-30,Luxembourg,
1975-09-30,Latvia,
1975-09-30,Morocco,
1975-09-30,"Macedonia, FYR",
1975-09-30,Malta,
1975-09-30,Mexico,
1975-09-30,Malaysia,
1975-09-30,Netherlands,
1975-09-30,Norway,
1975-09-30,New Zealand,
1975-09-30,Peru,
1975-09-30,Philippines,
1975-09-30,Poland,
1975-09-30,Portugal,
1975-09-30,Romania,
1975-09-30,Serbia,
1975-09-30,Russia,
1975-09-30,Sweden,
1975-09-30,Singapore,
1975-09-30,Slovenia,
1975-09-30,Slovak Republic,
1975-09-30,Thailand,
1975-09-30,Turkey,
1975-09-30,United States,
1975-09-30,Euro area,
1975-09-30,South Africa,77.09
1975-12-31,Emerging market economies,
1975-12-31,Advanced economies,
1975-12-31,United Arab Emirates,
1975-12-31,Austria,
1975-12-31,Australia,
1975-12-31,Belgium,
1975-12-31,Bulgaria,
1975-12-31,Brazil,
1975-12-31,Canada,52.23
1975-12-31,Switzerland,74.16
1975-12-31,Chile,
1975-12-31,China,
1975-12-31,Colombia,
1975-12-31,Cyprus,
1975-12-31,Czech Republic,
1975-12-31,Germany,
1975-12-31,Denmark,
1975-12-31,Estonia,
1975-12-31,Spain,
1975-12-31,Finland,
1975-12-31,France,
1975-12-31,United Kingdom,27.83
1975-12-31,Greece,
1975-12-31,Hong Kong SAR,
1975-12-31,Croatia,
1975-12-31,Hungary,
1975-12-31,Indonesia,
1975-12-31,Ireland,
1975-12-31,Israel,
1975-12-31,India,
1975-12-31,Iceland,
1975-12-31,Italy,
1975-12-31,Japan,
1975-12-31,Korea,
1975-12-31,Lithuania,
1975-12-31,Luxembourg,
1975-12-31,Latvia,
1975-12-31,Morocco,
1975-12-31,"Macedonia, FYR",
1975-12-31,Malta,
1975-12-31,Mexico,
1975-12-31,Malaysia,
1975-12-31,Netherlands,
1975-12-31,Norway,
1975-12-31,New Zealand,
1975-12-31,Peru,
1975-12-31,Philippines,
1975-12-31,Poland,
1975-12-31,Portugal,
1975-12-31,Romania,
1975-12-31,Serbia,
1975-12-31,Russia,
1975-12-31,Sweden,
1975-12-31,Singapore,
1975-12-31,Slovenia,
1975-12-31,Slovak Republic,
1975-12-31,Thailand,
1975-12-31,Turkey,
1975-12-31,United States,65.13
1975-12-31,Euro area,
1975-12-31,South Africa,77.23
1976-03-31,Emerging market economies,
1976-03-31,Advanced economies,
1976-03-31,United Arab Emirates,
1976-03-31,Austria,
1976-03-31,Australia,
1976-03-31,Belgium,
1976-03-31,Bulgaria,
1976-03-31,Brazil,
1976-03-31,Canada,53.7
1976-03-31,Switzerland,72.16
1976-03-31,Chile,
1976-03-31,China,
1976-03-31,Colombia,
1976-03-31,Cyprus,
1976-03-31,Czech Republic,
1976-03-31,Germany,
1976-03-31,Denmark,
1976-03-31,Estonia,
1976-03-31,Spain,
1976-03-31,Finland,
1976-03-31,France,
1976-03-31,United Kingdom,27.57
1976-03-31,Greece,
1976-03-31,Hong Kong SAR,
1976-03-31,Croatia,
1976-03-31,Hungary,
1976-03-31,Indonesia,
1976-03-31,Ireland,
1976-03-31,Israel,
1976-03-31,India,
1976-03-31,Iceland,
1976-03-31,Italy,
1976-03-31,Japan,
1976-03-31,Korea,
1976-03-31,Lithuania,
1976-03-31,Luxembourg,
1976-03-31,Latvia,
1976-03-31,Morocco,
1976-03-31,"Macedonia, FYR",
1976-03-31,Malta,
1976-03-31,Mexico,
1976-03-31,Malaysia,
1976-03-31,Netherlands,
1976-03-31,Norway,
1976-03-31,New Zealand,
1976-03-31,Peru,
1976-03-31,Philippines,
1976-03-31,Poland,
1976-03-31,Portugal,
1976-03-31,Romania,
1976-03-31,Serbia,
1976-03-31,Russia,
1976-03-31,Sweden,
1976-03-31,Singapore,
1976-03-31,Slovenia,
1976-03-31,Slovak Republic,
1976-03-31,Thailand,
1976-03-31,Turkey,
1976-03-31,United States,67.4
1976-03-31,Euro area,
1976-03-31,South Africa,77.07
1976-06-30,Emerging market economies,
1976-06-30,Advanced economies,
1976-06-30,United Arab Emirates,
1976-06-30,Austria,
1976-06-30,Australia,
1976-06-30,Belgium,
1976-06-30,Bulgaria,
1976-06-30,Brazil,
1976-06-30,Canada,53.54
1976-06-30,Switzerland,72.69
1976-06-30,Chile,
1976-06-30,China,
1976-06-30,Colombia,
1976-06-30,Cyprus,
1976-06-30,Czech Republic,
1976-06-30,Germany,
1976-06-30,Denmark,
1976-06-30,Estonia,
1976-06-30,Spain,
1976-06-30,Finland,
1976-06-30,France,
1976-06-30,United Kingdom,27.41
1976-06-30,Greece,
1976-06-30,Hong Kong SAR,
1976-06-30,Croatia,
1976-06-30,Hungary,
1976-06-30,Indonesia,
1976-06-30,Ireland,
1976-06-30,Israel,
1976-06-30,India,
1976-06-30,Iceland,
1976-06-30,Italy,
1976-06-30,Japan,
1976-06-30,Korea,
1976-06-30,Lithuania,
1976-06-30,Luxembourg,
1976-06-30,Latvia,
1976-06-30,Morocco,
1976-06-30,"Macedonia, FYR",
1976-06-30,Malta,
1976-06-30,Mexico,
1976-06-30,Malaysia,
1976-06-30,Netherlands,
1976-06-30,Norway,
1976-06-30,New Zealand,
1976-06-30,Peru,
1976-06-30,Philippines,
1976-06-30,Poland,
1976-06-30,Portugal,
1976-06-30,Romania,
1976-06-30,Serbia,
1976-06-30,Russia,
1976-06-30,Sweden,
1976-06-30,Singapore,
1976-06-30,Slovenia,
1976-06-30,Slovak Republic,
1976-06-30,Thailand,
1976-06-30,Turkey,
1976-06-30,United States,67.03
1976-06-30,Euro area,
1976-06-30,South Africa,76.06
1976-09-30,Emerging market economies,
1976-09-30,Advanced economies,
1976-09-30,United Arab Emirates,
1976-09-30,Austria,
1976-09-30,Australia,
1976-09-30,Belgium,
1976-09-30,Bulgaria,
1976-09-30,Brazil,
1976-09-30,Canada,52.85
1976-09-30,Switzerland,71.61
1976-09-30,Chile,
1976-09-30,China,
1976-09-30,Colombia,
1976-09-30,Cyprus,
1976-09-30,Czech Republic,
1976-09-30,Germany,
1976-09-30,Denmark,
1976-09-30,Estonia,
1976-09-30,Spain,
1976-09-30,Finland,
1976-09-30,France,
1976-09-30,United Kingdom,27.31
1976-09-30,Greece,
1976-09-30,Hong Kong SAR,
1976-09-30,Croatia,
1976-09-30,Hungary,
1976-09-30,Indonesia,
1976-09-30,Ireland,
1976-09-30,Israel,
1976-09-30,India,
1976-09-30,Iceland,
1976-09-30,Italy,
1976-09-30,Japan,
1976-09-30,Korea,
1976-09-30,Lithuania,
1976-09-30,Luxembourg,
1976-09-30,Latvia,
1976-09-30,Morocco,
1976-09-30,"Macedonia, FYR",
1976-09-30,Malta,
1976-09-30,Mexico,
1976-09-30,Malaysia,
1976-09-30,Netherlands,
1976-09-30,Norway,
1976-09-30,New Zealand,
1976-09-30,Peru,
1976-09-30,Philippines,
1976-09-30,Poland,
1976-09-30,Portugal,
1976-09-30,Romania,
1976-09-30,Serbia,
1976-09-30,Russia,
1976-09-30,Sweden,
1976-09-30,Singapore,
1976-09-30,Slovenia,
1976-09-30,Slovak Republic,
1976-09-30,Thailand,
1976-09-30,Turkey,
1976-09-30,United States,68.63
1976-09-30,Euro area,
1976-09-30,South Africa,73.85
1976-12-31,Emerging market economies,
1976-12-31,Advanced economies,
1976-12-31,United Arab Emirates,
1976-12-31,Austria,
1976-12-31,Australia,
1976-12-31,Belgium,
1976-12-31,Bulgaria,
1976-12-31,Brazil,
1976-12-31,Canada,54.07
1976-12-31,Switzerland,73.51
1976-12-31,Chile,
1976-12-31,China,
1976-12-31,Colombia,
1976-12-31,Cyprus,
1976-12-31,Czech Republic,
1976-12-31,Germany,
1976-12-31,Denmark,
1976-12-31,Estonia,
1976-12-31,Spain,
1976-12-31,Finland,
1976-12-31,France,
1976-12-31,United Kingdom,26.66
1976-12-31,Greece,
1976-12-31,Hong Kong SAR,
1976-12-31,Croatia,
1976-12-31,Hungary,
1976-12-31,Indonesia,
1976-12-31,Ireland,
1976-12-31,Israel,
1976-12-31,India,
1976-12-31,Iceland,
1976-12-31,Italy,
1976-12-31,Japan,
1976-12-31,Korea,
1976-12-31,Lithuania,
1976-12-31,Luxembourg,
1976-12-31,Latvia,
1976-12-31,Morocco,
1976-12-31,"Macedonia, FYR",
1976-12-31,Malta,
1976-12-31,Mexico,
1976-12-31,Malaysia,
1976-12-31,Netherlands,
1976-12-31,Norway,
1976-12-31,New Zealand,
1976-12-31,Peru,
1976-12-31,Philippines,
1976-12-31,Poland,
1976-12-31,Portugal,
1976-12-31,Romania,
1976-12-31,Serbia,
1976-12-31,Russia,
1976-12-31,Sweden,
1976-12-31,Singapore,
1976-12-31,Slovenia,
1976-12-31,Slovak Republic,
1976-12-31,Thailand,
1976-12-31,Turkey,
1976-12-31,United States,70.44
1976-12-31,Euro area,
1976-12-31,South Africa,72.52
1977-03-31,Emerging market economies,
1977-03-31,Advanced economies,
1977-03-31,United Arab Emirates,
1977-03-31,Austria,
1977-03-31,Australia,
1977-03-31,Belgium,
1977-03-31,Bulgaria,
1977-03-31,Brazil,
1977-03-31,Canada,53.43
1977-03-31,Switzerland,73.19
1977-03-31,Chile,
1977-03-31,China,
1977-03-31,Colombia,
1977-03-31,Cyprus,
1977-03-31,Czech Republic,
1977-03-31,Germany,
1977-03-31,Denmark,
1977-03-31,Estonia,
1977-03-31,Spain,
1977-03-31,Finland,
1977-03-31,France,
1977-03-31,United Kingdom,25.51
1977-03-31,Greece,
1977-03-31,Hong Kong SAR,
1977-03-31,Croatia,
1977-03-31,Hungary,
1977-03-31,Indonesia,
1977-03-31,Ireland,
1977-03-31,Israel,
1977-03-31,India,
1977-03-31,Iceland,
1977-03-31,Italy,
1977-03-31,Japan,
1977-03-31,Korea,
1977-03-31,Lithuania,
1977-03-31,Luxembourg,
1977-03-31,Latvia,
1977-03-31,Morocco,
1977-03-31,"Macedonia, FYR",
1977-03-31,Malta,
1977-03-31,Mexico,
1977-03-31,Malaysia,
1977-03-31,Netherlands,
1977-03-31,Norway,
1977-03-31,New Zealand,
1977-03-31,Peru,
1977-03-31,Philippines,
1977-03-31,Poland,
1977-03-31,Portugal,
1977-03-31,Romania,
1977-03-31,Serbia,
1977-03-31,Russia,
1977-03-31,Sweden,
1977-03-31,Singapore,
1977-03-31,Slovenia,
1977-03-31,Slovak Republic,
1977-03-31,Thailand,
1977-03-31,Turkey,
1977-03-31,United States,72.05
1977-03-31,Euro area,
1977-03-31,South Africa,70.76
1977-06-30,Emerging market economies,
1977-06-30,Advanced economies,
1977-06-30,United Arab Emirates,
1977-06-30,Austria,
1977-06-30,Australia,
1977-06-30,Belgium,
1977-06-30,Bulgaria,
1977-06-30,Brazil,
1977-06-30,Canada,52.28
1977-06-30,Switzerland,73.73
1977-06-30,Chile,
1977-06-30,China,
1977-06-30,Colombia,
1977-06-30,Cyprus,
1977-06-30,Czech Republic,
1977-06-30,Germany,
1977-06-30,Denmark,
1977-06-30,Estonia,
1977-06-30,Spain,
1977-06-30,Finland,
1977-06-30,France,
1977-06-30,United Kingdom,24.95
1977-06-30,Greece,
1977-06-30,Hong Kong SAR,
1977-06-30,Croatia,
1977-06-30,Hungary,
1977-06-30,Indonesia,
1977-06-30,Ireland,
1977-06-30,Israel,
1977-06-30,India,
1977-06-30,Iceland,
1977-06-30,Italy,
1977-06-30,Japan,
1977-06-30,Korea,
1977-06-30,Lithuania,
1977-06-30,Luxembourg,
1977-06-30,Latvia,
1977-06-30,Morocco,
1977-06-30,"Macedonia, FYR",
1977-06-30,Malta,
1977-06-30,Mexico,
1977-06-30,Malaysia,
1977-06-30,Netherlands,
1977-06-30,Norway,
1977-06-30,New Zealand,
1977-06-30,Peru,
1977-06-30,Philippines,
1977-06-30,Poland,
1977-06-30,Portugal,
1977-06-30,Romania,
1977-06-30,Serbia,
1977-06-30,Russia,
1977-06-30,Sweden,
1977-06-30,Singapore,
1977-06-30,Slovenia,
1977-06-30,Slovak Republic,
1977-06-30,Thailand,
1977-06-30,Turkey,
1977-06-30,United States,73.6
1977-06-30,Euro area,
1977-06-30,South Africa,69.23
1977-09-30,Emerging market economies,
1977-09-30,Advanced economies,
1977-09-30,United Arab Emirates,
1977-09-30,Austria,
1977-09-30,Australia,
1977-09-30,Belgium,
1977-09-30,Bulgaria,
1977-09-30,Brazil,
1977-09-30,Canada,51.02
1977-09-30,Switzerland,74.93
1977-09-30,Chile,
1977-09-30,China,
1977-09-30,Colombia,
1977-09-30,Cyprus,
1977-09-30,Czech Republic,
1977-09-30,Germany,
1977-09-30,Denmark,
1977-09-30,Estonia,
1977-09-30,Spain,
1977-09-30,Finland,
1977-09-30,France,
1977-09-30,United Kingdom,25.2
1977-09-30,Greece,
1977-09-30,Hong Kong SAR,
1977-09-30,Croatia,
1977-09-30,Hungary,
1977-09-30,Indonesia,
1977-09-30,Ireland,
1977-09-30,Israel,
1977-09-30,India,
1977-09-30,Iceland,
1977-09-30,Italy,
1977-09-30,Japan,
1977-09-30,Korea,
1977-09-30,Lithuania,
1977-09-30,Luxembourg,
1977-09-30,Latvia,
1977-09-30,Morocco,
1977-09-30,"Macedonia, FYR",
1977-09-30,Malta,
1977-09-30,Mexico,
1977-09-30,Malaysia,
1977-09-30,Netherlands,
1977-09-30,Norway,
1977-09-30,New Zealand,
1977-09-30,Peru,
1977-09-30,Philippines,
1977-09-30,Poland,
1977-09-30,Portugal,
1977-09-30,Romania,
1977-09-30,Serbia,
1977-09-30,Russia,
1977-09-30,Sweden,
1977-09-30,Singapore,
1977-09-30,Slovenia,
1977-09-30,Slovak Republic,
1977-09-30,Thailand,
1977-09-30,Turkey,
1977-09-30,United States,75.16
1977-09-30,Euro area,
1977-09-30,South Africa,67.72
1977-12-31,Emerging market economies,
1977-12-31,Advanced economies,
1977-12-31,United Arab Emirates,
1977-12-31,Austria,
1977-12-31,Australia,
1977-12-31,Belgium,
1977-12-31,Bulgaria,
1977-12-31,Brazil,
1977-12-31,Canada,51.42
1977-12-31,Switzerland,74.52
1977-12-31,Chile,
1977-12-31,China,
1977-12-31,Colombia,
1977-12-31,Cyprus,
1977-12-31,Czech Republic,
1977-12-31,Germany,
1977-12-31,Denmark,
1977-12-31,Estonia,
1977-12-31,Spain,
1977-12-31,Finland,
1977-12-31,France,
1977-12-31,United Kingdom,25.77
1977-12-31,Greece,
1977-12-31,Hong Kong SAR,
1977-12-31,Croatia,
1977-12-31,Hungary,
1977-12-31,Indonesia,
1977-12-31,Ireland,
1977-12-31,Israel,
1977-12-31,India,
1977-12-31,Iceland,
1977-12-31,Italy,
1977-12-31,Japan,
1977-12-31,Korea,
1977-12-31,Lithuania,
1977-12-31,Luxembourg,
1977-12-31,Latvia,
1977-12-31,Morocco,
1977-12-31,"Macedonia, FYR",
1977-12-31,Malta,
1977-12-31,Mexico,
1977-12-31,Malaysia,
1977-12-31,Netherlands,
1977-12-31,Norway,
1977-12-31,New Zealand,
1977-12-31,Peru,
1977-12-31,Philippines,
1977-12-31,Poland,
1977-12-31,Portugal,
1977-12-31,Romania,
1977-12-31,Serbia,
1977-12-31,Russia,
1977-12-31,Sweden,
1977-12-31,Singapore,
1977-12-31,Slovenia,
1977-12-31,Slovak Republic,
1977-12-31,Thailand,
1977-12-31,Turkey,
1977-12-31,United States,76.78
1977-12-31,Euro area,
1977-12-31,South Africa,66.74
1978-03-31,Emerging market economies,
1978-03-31,Advanced economies,
1978-03-31,United Arab Emirates,
1978-03-31,Austria,
1978-03-31,Australia,
1978-03-31,Belgium,
1978-03-31,Bulgaria,
1978-03-31,Brazil,
1978-03-31,Canada,50.23
1978-03-31,Switzerland,73.56
1978-03-31,Chile,
1978-03-31,China,
1978-03-31,Colombia,
1978-03-31,Cyprus,
1978-03-31,Czech Republic,
1978-03-31,Germany,
1978-03-31,Denmark,
1978-03-31,Estonia,
1978-03-31,Spain,
1978-03-31,Finland,
1978-03-31,France,
1978-03-31,United Kingdom,25.88
1978-03-31,Greece,
1978-03-31,Hong Kong SAR,
1978-03-31,Croatia,
1978-03-31,Hungary,
1978-03-31,Indonesia,
1978-03-31,Ireland,
1978-03-31,Israel,
1978-03-31,India,
1978-03-31,Iceland,
1978-03-31,Italy,
1978-03-31,Japan,
1978-03-31,Korea,
1978-03-31,Lithuania,
1978-03-31,Luxembourg,
1978-03-31,Latvia,
1978-03-31,Morocco,
1978-03-31,"Macedonia, FYR",
1978-03-31,Malta,
1978-03-31,Mexico,
1978-03-31,Malaysia,
1978-03-31,Netherlands,
1978-03-31,Norway,
1978-03-31,New Zealand,
1978-03-31,Peru,
1978-03-31,Philippines,
1978-03-31,Poland,
1978-03-31,Portugal,
1978-03-31,Romania,
1978-03-31,Serbia,
1978-03-31,Russia,
1978-03-31,Sweden,
1978-03-31,Singapore,
1978-03-31,Slovenia,
1978-03-31,Slovak Republic,
1978-03-31,Thailand,
1978-03-31,Turkey,
1978-03-31,United States,78.32
1978-03-31,Euro area,
1978-03-31,South Africa,66.05
1978-06-30,Emerging market economies,
1978-06-30,Advanced economies,
1978-06-30,United Arab Emirates,
1978-06-30,Austria,
1978-06-30,Australia,
1978-06-30,Belgium,
1978-06-30,Bulgaria,
1978-06-30,Brazil,
1978-06-30,Canada,50.51
1978-06-30,Switzerland,75.07
1978-06-30,Chile,
1978-06-30,China,
1978-06-30,Colombia,
1978-06-30,Cyprus,
1978-06-30,Czech Republic,
1978-06-30,Germany,
1978-06-30,Denmark,
1978-06-30,Estonia,
1978-06-30,Spain,
1978-06-30,Finland,
1978-06-30,France,
1978-06-30,United Kingdom,26.53
1978-06-30,Greece,
1978-06-30,Hong Kong SAR,
1978-06-30,Croatia,
1978-06-30,Hungary,
1978-06-30,Indonesia,
1978-06-30,Ireland,
1978-06-30,Israel,
1978-06-30,India,
1978-06-30,Iceland,
1978-06-30,Italy,
1978-06-30,Japan,
1978-06-30,Korea,
1978-06-30,Lithuania,
1978-06-30,Luxembourg,
1978-06-30,Latvia,
1978-06-30,Morocco,
1978-06-30,"Macedonia, FYR",
1978-06-30,Malta,
1978-06-30,Mexico,
1978-06-30,Malaysia,
1978-06-30,Netherlands,
1978-06-30,Norway,
1978-06-30,New Zealand,
1978-06-30,Peru,
1978-06-30,Philippines,
1978-06-30,Poland,
1978-06-30,Portugal,
1978-06-30,Romania,
1978-06-30,Serbia,
1978-06-30,Russia,
1978-06-30,Sweden,
1978-06-30,Singapore,
1978-06-30,Slovenia,
1978-06-30,Slovak Republic,
1978-06-30,Thailand,
1978-06-30,Turkey,
1978-06-30,United States,79.09
1978-06-30,Euro area,
1978-06-30,South Africa,64.65
1978-09-30,Emerging market economies,
1978-09-30,Advanced economies,
1978-09-30,United Arab Emirates,
1978-09-30,Austria,
1978-09-30,Australia,
1978-09-30,Belgium,
1978-09-30,Bulgaria,
1978-09-30,Brazil,
1978-09-30,Canada,49.2
1978-09-30,Switzerland,76.27
1978-09-30,Chile,
1978-09-30,China,
1978-09-30,Colombia,
1978-09-30,Cyprus,
1978-09-30,Czech Republic,
1978-09-30,Germany,
1978-09-30,Denmark,
1978-09-30,Estonia,
1978-09-30,Spain,
1978-09-30,Finland,
1978-09-30,France,
1978-09-30,United Kingdom,27.82
1978-09-30,Greece,
1978-09-30,Hong Kong SAR,
1978-09-30,Croatia,
1978-09-30,Hungary,
1978-09-30,Indonesia,
1978-09-30,Ireland,
1978-09-30,Israel,
1978-09-30,India,
1978-09-30,Iceland,
1978-09-30,Italy,
1978-09-30,Japan,
1978-09-30,Korea,
1978-09-30,Lithuania,
1978-09-30,Luxembourg,
1978-09-30,Latvia,
1978-09-30,Morocco,
1978-09-30,"Macedonia, FYR",
1978-09-30,Malta,
1978-09-30,Mexico,
1978-09-30,Malaysia,
1978-09-30,Netherlands,
1978-09-30,Norway,
1978-09-30,New Zealand,
1978-09-30,Peru,
1978-09-30,Philippines,
1978-09-30,Poland,
1978-09-30,Portugal,
1978-09-30,Romania,
1978-09-30,Serbia,
1978-09-30,Russia,
1978-09-30,Sweden,
1978-09-30,Singapore,
1978-09-30,Slovenia,
1978-09-30,Slovak Republic,
1978-09-30,Thailand,
1978-09-30,Turkey,
1978-09-30,United States,80.15
1978-09-30,Euro area,
1978-09-30,South Africa,62.94
1978-12-31,Emerging market economies,
1978-12-31,Advanced economies,
1978-12-31,United Arab Emirates,
1978-12-31,Austria,
1978-12-31,Australia,
1978-12-31,Belgium,
1978-12-31,Bulgaria,
1978-12-31,Brazil,
1978-12-31,Canada,50.66
1978-12-31,Switzerland,78.75
1978-12-31,Chile,
1978-12-31,China,
1978-12-31,Colombia,
1978-12-31,Cyprus,
1978-12-31,Czech Republic,
1978-12-31,Germany,
1978-12-31,Denmark,
1978-12-31,Estonia,
1978-12-31,Spain,
1978-12-31,Finland,
1978-12-31,France,
1978-12-31,United Kingdom,29.49
1978-12-31,Greece,
1978-12-31,Hong Kong SAR,
1978-12-31,Croatia,
1978-12-31,Hungary,
1978-12-31,Indonesia,
1978-12-31,Ireland,
1978-12-31,Israel,
1978-12-31,India,
1978-12-31,Iceland,
1978-12-31,Italy,
1978-12-31,Japan,
1978-12-31,Korea,
1978-12-31,Lithuania,
1978-12-31,Luxembourg,
1978-12-31,Latvia,
1978-12-31,Morocco,
1978-12-31,"Macedonia, FYR",
1978-12-31,Malta,
1978-12-31,Mexico,
1978-12-31,Malaysia,
1978-12-31,Netherlands,
1978-12-31,Norway,
1978-12-31,New Zealand,
1978-12-31,Peru,
1978-12-31,Philippines,
1978-12-31,Poland,
1978-12-31,Portugal,
1978-12-31,Romania,
1978-12-31,Serbia,
1978-12-31,Russia,
1978-12-31,Sweden,
1978-12-31,Singapore,
1978-12-31,Slovenia,
1978-12-31,Slovak Republic,
1978-12-31,Thailand,
1978-12-31,Turkey,
1978-12-31,United States,81.29
1978-12-31,Euro area,
1978-12-31,South Africa,63.63
1979-03-31,Emerging market economies,
1979-03-31,Advanced economies,
1979-03-31,United Arab Emirates,
1979-03-31,Austria,
1979-03-31,Australia,
1979-03-31,Belgium,
1979-03-31,Bulgaria,
1979-03-31,Brazil,
1979-03-31,Canada,51.29
1979-03-31,Switzerland,78.59
1979-03-31,Chile,
1979-03-31,China,
1979-03-31,Colombia,
1979-03-31,Cyprus,
1979-03-31,Czech Republic,
1979-03-31,Germany,
1979-03-31,Denmark,
1979-03-31,Estonia,
1979-03-31,Spain,
1979-03-31,Finland,
1979-03-31,France,
